,level,speaker,gender,member_state,EP,party_group,text,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,prevalenc_of_topics
88,EU,Marcos Ros Sempere,0,Spain,1.0,Progressive Alliance of Socialists and Democrats in the European Parliament,"['want', 'woman', 'lead', 'future', 'equality', 'profession', 'future', 'science', 'technology', 'engineering', 'math', 'career', 'lead', 'job', 'future', 'currently', 'exist', 'day', 'girl', 'attend', 'school', 'go', 'university', 'prejudice', 'environment', 'social', 'pressure', 'condition', 'choose', 'career', 'experience', 'teacher', 'polytechnic', 'university', 'see', 'close', 'student', 'teacher', 'minority', 'break', 'glass', 'ceiling', 'empower', 'girl', 'take', 'career', 'future', 'european', 'education', 'area', 'serve', 'fight', 'stereotype', 'undermine', 'capacity', 'woman', 'sector', 'promote', 'gender_equality', 'specific', 'measure', 'create', 'inclusive', 'digital', 'learning', 'way', 'able', 'improve', 'life', 'european', 'manage', 'close', 'gender', 'gap', 'scientific', 'technological', 'career']",88,0,0.4141,"woman, technology, education, field, sector, high, man, culture, future, framework","[(0, 0.4206018518518517), (1, 0.06134259259259258), (2, 0.06874999999999999), (3, 0.11412037037037034), (4, 0.11041666666666664), (5, 0.05300925925925924), (6, 0.09560185185185183), (7, 0.0761574074074074)]"
89,EU,Lefteris Christoforou,0,Cyprus,1.0,European People's Party,"['believe', 'duty', 'fight', 'issue', 'concern', 'gender_equality', 'equal', 'representation', 'woman', 'element', 'culture', 'element', 'modern', 'society', 'self', 'evident', 'concern', 'man', 'woman', 'day', 'fact', 'today', 'discuss', 'condition', 'provide', 'gender_equality', 'time', 'many', 'report', 'european', 'parliament', 'partially', 'implement', 'equality', 'achieve', 'far', 'demonstrate', 'acknowledge', 'failure', 'implement', 'obvious', 'gender_equality', 'level', 'feel', 'proud', 'european', 'europeanist', 'achieve', 'gender_equality', 'equal', 'representation', 'talk', 'equal', 'representation', 'digital', 'world', 'woman', 'involve', 'start_up', 'coup', 'slap', 'face', 'defender', 'defender', 'right', 'woman', 'length', 'breadth', 'humanity', 'see', 'country', 'withdraw', 'tell', 'partner', 'time', 'grossly', 'violate', 'right', 'woman', 'million', 'woman', 'fact', 'regime', 'boot', 'right', 'violate', 'continue', 'fund', 'support', 'finally', 'take', 'practical', 'action', 'country', 'violate', 'right', 'woman', 'actually', 'withdraw', 'convention']",89,0,0.3223,"woman, technology, education, field, sector, high, man, culture, future, framework","[(0, 0.32306763285024154), (1, 0.10567632850241546), (2, 0.08071658615136876), (3, 0.11131239935587761), (4, 0.17169887278582932), (5, 0.0678341384863124), (6, 0.07669082125603864), (7, 0.06300322061191627)]"
90,EU,Valdis Dombrovskis,0,Latvia,0.0,Executive Vice President of the European Commission for An Economy that Works for People/European Commissioner for Trade,"['valdi', 'dombrovski', 'executive_vice', 'european', 'honourable_member', 'go', 'trade', 'let', 'first', 'zoom', 'relation', 'successfully', 'press', 'button', 'administration', 'ground', 'dispute', 'agree', 'hit', 'pause', 'button', 'steel', 'aluminium', 'trade', 'dispute', 'agreement', 'include', 'start', 'discussion', 'new', 'global', 'arrangement', 'sustainable', 'steel', 'aluminium', 'course', 'remain', 'attentive', 'active', 'number', 'policy', 'development', 'affect', 'interest', 'increase', 'domestic', 'content', 'reinforcement', 'buy', 'american', 'use', 'tax', 'incentive', 'example', 'purchase', 'electrical', 'vehicle', 'overall', 'clear', 'trade', 'investment', 'partnership', 'remain', 'global', 'engine', 'prosperity', 'resolve', 'trade', 'dispute', 'create', 'space', 'find', 'new', 'avenue', 'cooperation', 'deal', 'challenge', 'opportunity', 'future', 'respect', 'first', 'meeting', 'trade', 'ttc', 'end', 'represent', 'important', 'step', 'right', 'direction', 'well', 'important', 'political', 'signal', 'ready', 'lead', 'way', 'set', 'standard', 'rule', 'technology', 'put', 'core', 'value', 'centre', 'address', 'environmental', 'challenge', 'market', 'opportunity', 'clean', 'technology', 'ensure', 'resilient', 'secure', 'supply_chain', 'particular', 'semiconductor', 'pharmaceutical', 'critical', 'material', 'economy', 'trade', 'component', 'particular', 'importance', 'determine', 'share', 'principle', 'area', 'export', 'control', 'cooperation', 'especially', 'dual', 'use', 'technology', 'agree', 'cooperate', 'good', 'practice', 'investment', 'screen', 'example', 'risk', 'analysis', 'risk', 'mitigation', 'relation', 'sensitive', 'technology', 'special', 'focus', 'sme', 'policy', 'accelerate', 'uptake', 'digital', 'technology', 'work', 'together', 'global', 'trade', 'challenge', 'non', 'market', 'economic', 'policy', 'practice', 'protection', 'labour', 'right', 'combat', 'force', 'child', 'labour', 'address', 'trade', 'related', 'aspect', 'climate', 'environmental', 'action', 'part', 'work', 'finally', 'aim', 'avoid', 'unnecessary', 'barrier', 'trade', 'new', 'technology', 'respect', 'regulatory', 'autonomy', 'thus', 'set', 'motion', 'whole', 'range', 'work', 'strand', 'pursue', 'vigour', 'ensure', 'concrete', 'progress', 'meet', 'regularly', 'principal', 'level', 'next', 'meeting', 'schedule', 'spring', 'strong', 'willingness', 'side', 'make', 'cooperation', 'ttc', 'success', 'counting', 'support', 'member', 'national', 'government', 'essential', 'raise', 'awareness', 'fact', 'benefit', 'gain', 'transatlantic', 'cooperation', 'require', 'compromise', 'commit', 'provide', 'european', 'information', 'work', 'ttc', 'commit', 'transparent', 'inclusive', 'engagement', 'key', 'stakeholder', 'civil', 'society', 'large', 'stakeholder', 'engagement', 'figure', 'prominently', 'first', 'ttc', 'meeting', 'last', 'month', 'open', 'stop', 'shop', 'collect', 'continuous', 'stakeholder', 'input', 'platform', 'call', 'futurium', 'strongly', 'encourage', 'promote', 'point', 'contact', 'constituency', 'stakeholder', 'encourage', 'stakeholder', 'side', 'force', 'possible', 'work', 'together', 'shape', 'joint', 'transatlantic', 'position', 'executive_vice', 'provide', 'input', 'technology', 'side', 'trade', 'technology_council']",90,1,0.4438,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.055467928496319666), (1, 0.44348054679284965), (2, 0.1343322818086225), (3, 0.11820890290921837), (4, 0.1090956887486856), (5, 0.05301437083771469), (6, 0.03513845075359271), (7, 0.051261829652996846)]"
91,EU,Radosław Sikorski,0,Poland,1.0,European People's Party,"['group', 'chair', 'delegation', 'relation', 'congratulate', 'set', 'launch', 'trade', 'believe', 'build', 'history', 'successful', 'coordinate', 'back', 'early', 'stem', 'flow', 'modern', 'technology', 'communist', 'hope', 'join', 'world', 'free', 'research', 'free', 'enquiry', 'freedom', 'general', 'least', 'abide', 'rule', 'world', 'trade', 'organization', 'happen', 'therefore', 'unfortunately', 'stick', 'together', 'democratic', 'ally', 'set', 'minimum', 'standard', 'start', 'stem', 'abuse', 'well', 'do', 'pledge', 'full', 'support', 'delegation', 'work']",91,1,0.2815,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.12953514739229027), (1, 0.2984693877551021), (2, 0.06944444444444446), (3, 0.10232426303854876), (4, 0.09892290249433108), (5, 0.12613378684807258), (6, 0.08078231292517009), (7, 0.09438775510204082)]"
92,EU,Bernd Lange,0,Germany,1.0,Progressive Alliance of Socialists and Democrats in the European Parliament,"['behalf', 'group', 'say', 'executive_vice', 'president', 'indeed', 'support', 'trade', 'let', 'make', 'remark', 'discussion', 'forum', 'vestager', 'say', 'open', 'frank', 'discussion', 'tip', 'reload', 'totally', 'different', 'child', 'really', 'important', 'mind', 'make', 'public', 'second', 'really', 'important', 'set', 'impact', 'challenge', 'future', 'specific', 'field', 'trade', 'standard', 'question', 'subsidy', 'question', 'export', 'control', 'discuss', 'give', 'input', 'global', 'trade', 'world', 'trade', 'organization', 'thirdly', 'scrutinise', 'process', 'parliament', 'international', 'trade', 'parliament', 'general', 'transparency', 'involvement', 'stakeholder', 'really', 'important', 'process', 'lesson', 'learn', 'tip', 'exercise']",92,1,0.3996,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.09134134134134134), (1, 0.39464464464464466), (2, 0.10635635635635636), (3, 0.07032032032032032), (4, 0.09334334334334335), (5, 0.06531531531531531), (6, 0.07632632632632633), (7, 0.10235235235235235)]"
93,EU,Reinhard Bütikofer,0,Germany,1.0,The Greens/European Free Alliance,"['reinhard', 'butikofer', 'behalf', 'ale', 'group', 'president', 'good', 'trade', 'ttc', 'successful', 'start', 'first', 'however', 'end', 'trade', 'controversy', 'even', 'mark', 'begin', 'end', 'hopefully', 'mark', 'end', 'new', 'begin', 'sort', 'issue', 'assessment', 'see', 'result', 'recent', 'trade', 'aluminium', 'deal', 'negotiate', 'welcome', 'result', 'even', 'weak', 'hope', 'issue', 'remain', 'even', 'important', 'strategically', 'believe', 'standard', 'set', 'dimension', 'go', 'forward', 'shape', 'future', 'sort', 'legacy', 'issue', 'work', 'diligently', 'geopolitical', 'relevancy', 'allow', 'say', 'geopolitical', 'responsibility', 'make', 'sense', 'foreign', 'minister']",93,1,0.2944,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.07857142857142857), (1, 0.28915343915343916), (2, 0.08703703703703704), (3, 0.12301587301587301), (4, 0.12195767195767196), (5, 0.09973544973544973), (6, 0.06164021164021164), (7, 0.1388888888888889)]"
94,EU,Marco Campomenosi,0,Italy,1.0,Identity and Democracy Group,"['behalf', 'i', 'd', 'group', 'vice_president', 'lady', 'gentleman', 'welcome', 'new', 'dialogue', 'cybersecurity', 'digital', 'datum', 'management', 'great', 'global', 'challenge', 'important', 'element', 'discuss', 'positive', 'talk', 'free', 'trade', 'agreement', 'issue', 'agriculture', 'take', 'far', 'lead', 'conflict', 'difficult', 'resolve', 'issue', 'right', 'reflect', 'example', 'course', 'else', 'welcome', 'american', 'opening', 'issue', 'tariff', 'steel', 'aluminum', 'moment', 'serve', 'exporter', 'increase', 'shortage', 'steel', 'exist', 'moment', 'producer', 'think', 'need', 'intervene', 'issue', 'concern', 'geopolitical', 'credibility', 'institution', 'hand', 'seem', 'say', 'always', 'atlanticist', 'even', 'rule', 'rule', 'case', 'emerge', 'journalistic', 'investigation', 'recent', 'day', 'speak', 'german', 'engine', 'sell', 'chinese', 'warship', 'even', 'chamber', 'deputy', 'sanction', 'position', 'other', 'go', 'day', 'ago', 'confuse', 'autonomy', 'irrelevance', 'credibility', 'stake', 'transatlantic', 'relationship', 'consistent', 'action', 'european', 'union', 'member_state', 'take']",94,1,0.2863,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.06820066334991708), (1, 0.2904228855721393), (2, 0.10717247097844113), (3, 0.08146766169154229), (4, 0.17682421227197345), (5, 0.09722222222222222), (6, 0.10883084577114428), (7, 0.06985903814262023)]"
95,EU,Helmut Scholz,0,Germany,1.0,Left group in the European Parliament,"['behalf', 'leave', 'parliamentary', 'group', 'vice_president', 'talk', 'delegation', 'trade', 'make', 'clear', 'ttc', 'probably', 'important', 'mutual', 'attempt', 'see', 'present', 'rediscover', 'cooperation', 'time', 'become', 'clear', 'important', 'topic', 'buy', 'second', 'important', 'issue', 'strategic', 'systemic', 'rival', 'importance', 'partnership', 'measure', 'economic', 'competitor', 'prepare', 'follow', 'american', 'interest', 'prepare', 'side', 'ttc', 'place', 'give', 'planetary', 'interest', 'look', 'glasgow', 'make', 'intensive', 'use', 'remain', 'time', 'stake', 'common', 'interest', 'ttc', 'fruitful', 'mutate', 'body', 'secure', 'global', 'dominance', 'technology', 'industry', 'rather', 'working_group', 'plan', 'broad', 'stakeholder', 'consultation', 'exchange', 'opinion', 'serve', 'real', 'dialogue', 'forum', 'sustainability', 'overcome', 'poverty', 'take', 'american', 'trade', 'policy', 'put', 'worker', 'center', 'transform', 'serve', 'worker', 'country', 'world', 'however', 'many', 'fear', 'ttc', 'format', 'hijack', 'traditional', 'power', 'corporate', 'interest', 'ttip', 'plan', 'regulatory', 'cooperation', 'focus', 'public', 'criticism', 'ttc', 'idea', 'back', 'trade', 'deal']",95,1,0.3335,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.07114695340501792), (1, 0.3478494623655914), (2, 0.05609318996415771), (3, 0.12275985663082438), (4, 0.1578853046594982), (5, 0.06756272401433691), (6, 0.0482078853046595), (7, 0.128494623655914)]"
96,EU,Tiziana Beghin,1,Italy,1.0,Non-attached Members,"['vice_president', 'lady', 'gentleman', 'open', 'confront', 'year', 'closure', 'great', 'step', 'forward', 'congratulate', 'however', 'question', 'hope', 'vice_president', 'express', 'almost', 'month', 'first', 'meeting', 'continue', 'wonder', 'true', 'nature', 'trade', 'forum', 'mediate', 'thorny', 'legislative', 'issue', 'place', 'simply', 'discuss', 'tool', 'exchange', 'idea', 'want', 'basis', 'future', 'transatlantic', 'agreement', 'short', 'commitment', 'make', 'bind', 'repeat', 'many', 'time', 'level', 'commitment', 'commitment', 'partner', 'especially', 'collective', 'challenge', 'measure', 'limit', 'emission', 'finally', 'role', 'see', 'parliament', 'particularly', 'involve', 'forum', 'far']",96,1,0.3273,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.08307127882599581), (1, 0.33464360587002095), (2, 0.09145702306079664), (3, 0.07049266247379454), (4, 0.15225366876310273), (5, 0.07678197064989518), (6, 0.09460167714884696), (7, 0.09669811320754718)]"
97,EU,Anna Cavazzini,1,Germany,1.0,The Greens/European Free Alliance,"['ale', 'think', 'really', 'good', 'debate', 'today', 'trade', 'important', 'body', 'need', 'parliamentary', 'oversight', 'lot', 'colleague', 'mention', 'already', 'whistleblow', 'france', 'tell', 'week', 'face', 'huge', 'power', 'facebook', 'cooperation', 'crucial', 'think', 'really', 'right', 'track', 'fight', 'harmful', 'big', 'platform', 'always', 'choose', 'profit', 'safety', 'effect', 'course', 'think', 'thing', 'still', 'need', 'strengthen', 'example', 'come', 'transparency', 'algorithm', 'tackle', 'problem', 'cause', 'target', 'advertisement', 'strengthen', 'consumer', 'angle', 'thing', 'france', 'mention', 'hope', 'parliament', 'go', 'right', 'direction', 'good', 'want', 'positive', 'tech', 'agenda', 'base', 'privacy', 'fundamental_right', 'consumer', 'protection', 'value', 'guide', 'principle', 'discuss', 'dialogue', 'keep', 'regulatory', 'autonomy']",97,1,0.2631,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.06671626984126984), (1, 0.26711309523809523), (2, 0.09151785714285714), (3, 0.0845734126984127), (4, 0.12524801587301587), (5, 0.10838293650793651), (6, 0.1331845238095238), (7, 0.1232638888888889)]"
98,EU,Dominik Tarczyński,0,Poland,1.0,European Conservatives and Reformists Group,"['focus', 'challenge', 'income', 'money', 'shake', 'hand', 'main', 'challenge', 'question', 'simple', 'combat', 'mean', 'lack', 'standard', 'happy', 'trade', 'ttc', 'beautiful', 'thing', 'still', 'see', 'people', 'basically', 'hypocrite', 'make', 'money', 'make', 'business', 'usual', 'talking', 'ttc', 'cooperation', 'talk', 'fight', 'people', 'combat', 'lack', 'standard', 'still', 'money', 'come', 'concrete', 'step', 'take', 'protect', 'european', 'economy', 'important', 'part', 'ttc', 'future', 'want', 'successful', 'safe', 'make', 'decision', 'talk', 'talk', 'shake', 'hand']",98,1,0.2613,"trade, work, set, make, parliament, issue, important, global, standard, cooperation","[(0, 0.09304207119741101), (1, 0.2613268608414239), (2, 0.07254584681769148), (3, 0.1005933117583603), (4, 0.1534519956850054), (5, 0.06715210355987054), (6, 0.14050701186623515), (7, 0.11138079827400216)]"
99,EU,Manuel Bompard,0,France,1.0,Left group in the European Parliament,"['leave', 'trade', 'sell', 'usual', 'praise', 'relationship', 'union', 'form', 'therefore', 'seem', 'unfair', 'practice', 'humiliation', 'recent', 'year', 'serve', 'lesson', 'long', 'list', 'unacceptable', 'blackmail', 'take', 'branch', 'alstom', 'plunder', 'patent', 'renege', 'commitment', 'leave', 'thousand', 'employee', 'floor', 'wonderful', 'partnership', 'week', 'ago', 'military', 'alliance', 'australia', 'forge', 'back', 'cost', 'break', 'big', 'contract', 'great', 'accept', 'turkey', 'stuffing', 'time', 'understand', 'friend', 'power', 'interest', 'let', 'stop', 'naive', 'protect', 'job', 'industry', 'know', 'courage', 'independence']",99,4,0.204,"time, citizen, world, challenge, european, great, market, life, place, gentleman","[(0, 0.08976337448559671), (1, 0.16280864197530864), (2, 0.10828189300411523), (3, 0.07844650205761317), (4, 0.19881687242798354), (5, 0.1000514403292181), (6, 0.12268518518518519), (7, 0.13914609053497942)]"
